Unnamed: 0,acc.date,type,reg,operator,fat,location,dmg
215,2022-12-27,Embraer EMB-505 Phenom 300,n16df,Skystallion LLC,0.0,"Hawthorne Airport, CA (HHR)",sub
216,2022-12-30,Canadair CL-600S Challenger 600,xb-sgv,private,2.0,near Venado,w/o
217,2022-12-31,Embraer ERJ-175LR (ERJ-170-200 LR),n264nn,"American Eagle, opb Envoy Air",1.0,"Montgomery Regional Airport (MGM/KMGM), Montgomery, AL",min
218,2022-12-31,Cessna 208B Grand Caravan,5x-gbr,BAR Aviation,0.0,Mweya Airport (HUMW),w/o
219,2021-01-02,Beechcraft 200 Super King Air,n831wp,"Vagus Group, Inc.",0.0,"White Plains-Westchester County Airport, NY (HPN)",min
220,2021-01-02,Learjet 31A,pp-bbv,Brasil Vida Táxi Aéreo,0.0,"Diamantina Airport, MG (DTI)",sub
221,2021-01-09,Cessna 560 Citation V,n3rb,SX Transport LLC,1.0,"23 km SE of Pine Grove, OR",w/o
222,2021-01-09,Boeing 737-524 (WL),pk-clc,Sriwijaya Air,62.0,19 km NE of Jakarta-Soekarno-Hatta International Airport (CGK),w/o
223,2021-01-12,Harbin Y-12-II,unknown,Kenya Air Force - KAF,4.0,ca 10 km N of Voi,w/o
224,2021-01-17,Boeing 777-31HER,a6-epn,Emirates,0.0,Nicosia FIR,non
225,2021-01-19,Avro RJ85,g-jotr,Jota Aviation,0.0,London-Biggin Hill Airport (BQH),sub
226,2021-01-19,Boeing 737-4Q8 (SF),g-jmcy,West Atlantic UK,0.0,Exeter Airport (EXT/EGTE),sub
227,2021-01-23,Canadair CL-600 Challenger 600,n275jp,Global Avionics LLC,0.0,Los Mochis-Federal Airport (LMM),unk
228,2021-01-23,North American Rockwell Sabreliner 60,xb-jmr,Aviacion Ejecutiva del Bajio,0.0,"Rocky Point, Clarendon",sub
229,2021-01-24,Raytheon Beechjet 400A,n476bj,Martinair Inc.,0.0,"Binghamton Airport, NY (BGM)",sub
230,2021-01-26,Harbin Y-12E,af-222,Zambian Air Force,0.0,Mukinge Mission Airstrip,sub
231,2021-01-28,Beechcraft B300 King Air 350,n217us,MM-Air LLC,0.0,"Davenport Airport, IA (DVN)",sub
232,2021-01-29,Beechcraft 100 King Air,unknown,private,0.0,"Crooked Tree, Orange Walk",w/o
233,2021-02-01,Antonov An-2,unknown,Korean People's Army Air and Anti-Air Force (KPAAF),5.0,near Taechon Air Base,w/o
234,2021-02-01,Boeing 747-8KZF,ja13kz,Nippon Cargo Airlines,0.0,Tokyo-Narita International Airport (NRT/RJAA),sub
235,2021-02-08,Airbus A320-271N,n918nk,Spirit Airlines,0.0,"Fort Lauderdale, Florida",non
236,2021-02-08,Embraer EMB-500 Phenom 100,9h-fam,Luxwing,0.0,Paris-Le Bourget Airport (LBG),sub
237,2021-02-09,Antonov An-12BK,rf-95416,Russian Air Force,0.0,Iturup Airport (ITU),sub
238,2021-02-10,Airbus A320-214 (WL),hz-fab,Flyadeal,0.0,Abha International Airport (OHB),sub
239,2021-02-13,Dassault Falcon 900EX EASy,n823rc,Aerospike Iron LLC,0.0,"San Diego-Montgomery-Gibbs Executive Airport, CA (MYF)",sub
240,2021-02-14,de Havilland Canada DHC-6 Twin Otter 300,8q-rae,Manta Air,0.0,Malé-Velana International Airport (MLE),sub
241,2021-02-15,de Havilland Canada DHC-6 Twin Otter 300,f-raca,Armée de l'air et de l'espace,0.0,Blois-Le-Breuil airfield (LFOQ),sub
242,2021-02-18,Learjet 55C,n559ra,Royal Air Freight,0.0,"Jeffersonville-Clark Regional Airport, IN (JVY)",sub
243,2021-02-20,Boeing 737-86N (WL),vt-ghe,Air India Express,0.0,Vijayawada Airport (VGA),sub
244,2021-02-20,de Havilland Canada DHC-3T Vazar Turbine Otter,c-ffvz,Wings Over Kississing,0.0,"Kaskattama Airstrip, MB",sub
245,2021-02-21,Beechcraft 200 Super King Air,unknown,private,0.0,"San Andrés, Petén",w/o
246,2021-02-21,Learjet 45XR,3912,Fuerza Aérea Mexicana,6.0,near Xalapa Airport (JAL),w/o
247,2021-02-21,Beechcraft B300 King Air 350,naf201,Nigerian Air Force - NAF,7.0,NE of Abuja-Nnamdi Azikiwe International Airport (ABV),w/o
248,2021-02-26,Antonov An-2T,up-a0351,Asia Continental Airlines,0.0,near Boraldai,sub
249,2021-02-28,Douglas DC-3C,hk-2006,ALIANSA Colombia,0.0,Monfort Airport (MFB),sub
250,2021-03-01,ATR 72-500 (72-212A),7t-vuk,Air Algérie,0.0,Ghardaïa-Noumérat Airport (GHA),unk
251,2021-03-01,Beechcraft B300 King Air 350i,b-10gd,"Beidahuang General Airlines, opf China Met, Administration",5.0,"Shanghu, Ji'an County",w/o
252,2021-03-02,Let L-410UVP-E,(hk-4274),South Sudan Supreme Airlines,10.0,Pieri,w/o
253,2021-03-04,Fokker 100,ep-cfm,Iran Air,0.0,Isfahan Airport,non
254,2021-03-07,Embraer EMB-120ER Brasilia,n233sw,Berry Aviation,0.0,"Detroit-Willow Run Airport, MI (YIP)",sub
255,2021-03-10,Cessna 208B Grand Caravan,pk-mad,Mission Aviation Fellowship - MAF,0.0,Angguruk Airstrip,sub
256,2021-03-12,Cessna 208B Grand Caravan,n407gv,Grant Aviation,0.0,"Chevak Airport, AK (VAK)",sub
257,2021-03-13,Antonov An-26,02 white,Kazakhstan Border Guards,4.0,Almaty Airport (ALA),w/o
258,2021-03-15,Boeing 777-223ER,n789an,American Airlines,0.0,"Fort Worth, Texas",non
259,2021-03-16,Bombardier CRJ-701ER,n706sk,Skywest Airlines,0.0,"Los Angeles International Airport, CA (LAX/KLAX)",non
260,2021-03-18,Airbus A320-232,xa-vaz,Viva Aerobus,0.0,Puerto Vallarta-Gustavo D. Ordaz Airport (PVR),sub
261,2021-03-19,Antonov An-2T,yv3312,Venezuela Flight Canaima,0.0,Kapaure,sub
262,2021-03-20,Cessna 208B Grand Caravan,5y-jkn,Aeronav Air Services,2.0,"3,5 km SW of Marsabit Airport (RBT)",w/o
263,2021-03-20,Boeing 737-4Y0,pk-ysf,Trigana Air Service,0.0,Jakarta-Halim Perdana Kusuma Airport (HLP),sub
264,2021-03-23,Saab 340AF,sp-kpu,SprintAir,0.0,Gdansk-Lech Walesa Airport (GDN),sub
265,2021-03-25,Embraer,unknown,Mauritania Airlines International,0.0,Nouakchott-Oumtounsy International Airport (NKC),non
266,2021-03-26,Beechcraft B200 Super King Air,5y-njs,West Wind Aviation Ltd.,0.0,Nairobi,w/o
267,2021-03-28,Embraer EMB-145LR,n650ae,"American Eagle , opb Piedmont Airlines",0.0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)",non
268,2021-04-02,Boeing 737-8AS (WL),9h-qcj,Malta Air,0.0,Malta-Luqa Airport (MLA),min
269,2021-04-03,Cessna 208B Grand Caravan,n215mc,Everts Air Cargo,0.0,"Fairbanks International Airport, AK (FAI/PAFA)",sub
270,2021-04-08,Antonov An-2,ra-40...,Unknown,0.0,Omsk,w/o
271,2021-04-09,Boeing C-17A Globemaster III,10-0223,United States Air Force - USAF,0.0,"Charleston AFB, SC (CHS)",sub
272,2021-04-14,Cessna 525A CitationJet CJ2+,ja001t,private,0.0,"3,7 km W of Osaka/Yao Airport (RJOY)",sub
273,2021-04-15,Learjet 35A,n354ef,Med Air Inc,0.0,"Colorado Springs Airport, CO (COS/KCOS)",sub
274,2021-04-16,Beechcraft B99 Airliner,n991ak,Lake Clark Air,0.0,"Chignik-Lagoon Airport, AK (KCL)",sub
275,2021-04-18,Learjet 25B,xb-piz,Unknown,0.0,Toluca-Licenciado Adolfo López Mateos International Airport (TLC),sub
276,2021-04-20,Learjet 35A,pr-mla,Eletric Power Construção,1.0,"Belo Horizonte/Pampulha - Carlos Drummond de Andrade Airport, MG (PLU)",w/o
277,2021-04-26,Cessna 208B Grand Caravan EX,n143ca,Haugland Group Aviation LLC,0.0,"near Laceyville, PA",sub
278,2021-05-01,Cessna 550 Citation II,n803sc,STB Aviation LLC,0.0,"Charleston Executive Airport, SC (KJZI)",sub
279,2021-05-05,Gulfstream G150,n22st,TLD Aviation I LLC,0.0,"Ridgeland Airport, SC",sub
280,2021-05-06,Beechcraft B200GT King Air 250,vt-mpq,Government of Madhya Pradesh,0.0,Gwalior Airport (GWL),sub
281,2021-05-10,ATR 72-600 (72-212A),b-17010,Uni Air,0.0,Nangang Island-Matsu Nangan Airport (LZN),sub
282,2021-05-12,Boeing 737-8AS (WL),ei-ega,Ryanair,0.0,Alicante Airport (ALC/LEAL),non
283,2021-05-12,Swearingen SA226-TC Metro II,n280kl,Key Lime Air,0.0,"5,9km N of Denver-Centennial Airport, CO (APA)",sub
284,2021-05-13,Cessna 208B Grand Caravan,cc-dbb,Skydive Andes,0.0,Melipilla-Los Cuatro Diablos Airport (SCME),unk
285,2021-05-19,Hawker 800,xb-r..,private,0.0,"Sayaxché, Petén",w/o
286,2021-05-20,IAI 1125 Astra,n388wa,private,0.0,"Parque Laguna del Tigre, San Andrés, Petén",sub
287,2021-05-21,Boeing 737-7H4,n289ct,Southwest Airlines,0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",min
288,2021-05-21,Antonov An-2R,ra-33373,Utair,0.0,Laytamak Airstrip,sub
289,2021-05-21,Beechcraft B300 King Air 350i,naf203,Nigerian Air Force - NAF,11.0,near Kaduna Airport (KAD),w/o
290,2021-05-28,Boeing 767-38E,hl7528,Asiana Airlines,0.0,"over Yesan , Chungcheongnam-do",non
291,2021-05-28,Boeing 737-823 (WL),n834nn,American Airlines,0.0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",sub
292,2021-05-29,Cessna 501 Citation I/SP,n66bk,JL&GL Productions LP,7.0,"near Smyrna Airport, TN (MQY)",w/o
293,2021-05-30,ATR 72-500 (72-212A),sx-thr,Sky Express,0.0,Alexandroupolis-Demokritos Airport (AXD),sub
294,2021-06-02,Beechcraft 1900C,n219vp,Alpine Air Express,0.0,"Denver International Airport, CO (DEN/KDEN)",sub
295,2021-06-03,Cessna 208B Grand Caravan EX,pk-dpt,Dabi Air Nusantara,0.0,Ilaga Airport (ILA),w/o
296,2021-06-04,Honda HA-420 HondaJet,n10xn,GF Aviation LLC,0.0,"Atlanta-Cobb County-Mc Collum Field, GA (KRYY)",sub
297,2021-06-05,Cessna 208B Supervan 900,n103an,Paraclub Wiener Neustadt,0.0,Wiener Neustadt West Air Base,sub
298,2021-06-07,Boeing 737-8AL (WL),vt-tge,Vistara,0.0,W of Kolkata,non
299,2021-06-10,Beechcraft 1900D,4610,Tatmadaw Lei (Myanmar Air Force),12.0,near Pyin Oo Lwin,w/o
300,2021-06-13,Boeing 737-8AS (WL),ei-eve,Ryanair,0.0,Málaga-Costa del Sol Airport (AGP/LEMG),non
301,2021-06-14,ATR 72-600 (72-212A),vt-iyx,IndiGo Airlines,0.0,Hubli Airport (HBX),sub
302,2021-06-16,Let L-410UVP-E,9s-grj,Kin Avia,3.0,near Bukavu-Kavumu Airport (BKY),w/o
303,2021-06-18,Boeing 787-8 Dreamliner,g-zbjb,British Airways,0.0,London Heathrow Airport (LHR),sub
304,2021-06-19,Let L-410UVP-E,rf-94603,DOSAAF,5.0,near Tanay Airfield,w/o
305,2021-06-21,Rockwell Sabreliner 65,xb-oxv,private,0.0,within Jesús María Semprún,w/o
306,2021-06-23,Gulfstream G280,m-isty,INEOS Aviation,0.0,Genève-Cointrin Airport (GVA/LSGG),sub
307,2021-06-23,Lockheed L-100-30 Hercules,unknown,Ethiopian Air Force,,near Gijet,w/o
308,2021-06-24,Antonov An-2R,ra-01430,private,0.0,"3,5 km W of Zaboyskiy, Slavyansky district",sub
309,2021-06-25,Airbus A321-231,n926uw,American Airlines,0.0,"New Orleans, Louisiana",non
310,2021-06-25,Shorts 360-300,n970aa,Air Cargo Carriers,0.0,"Las Vegas-McCarran International Airport, NV (LAS)",sub
311,2021-06-25,Cessna 208B Supervan 900,ph-fst,Skydive Teuge,0.0,2 km W of Teuge Airport,sub
312,2021-06-29,Airbus A350-941,f-htyh,Air France,0.0,Paris-Charles de Gaulle Airport (CDG/LFPG),non
313,2021-07-01,Convair CV-580 Airtanker,c-fkfl,Conair,0.0,"Penticton Airport, BC (YYF)",sub
314,2021-07-01,Convair CV-580 Airtanker,c-fhkf,Conair,0.0,"Penticton Airport, BC (YYF)",min
315,2021-07-02,Boeing 737-275C Adv.,n810ta,Transair (Cargo),0.0,"9 km WSW off Honolulu-Daniel K. Inouye International Airport, HI (HNL)",w/o
316,2021-07-02,Cessna 750 Citation X,sx-eci,Hellenic CAA,0.0,Paphos International Airport (PFO/LCPH),sub
317,2021-07-04,Airbus A321-231,n156an,American Airlines,0.0,"Miami, Florida",non
318,2021-07-04,Antonov An-2R,up-a0135,ELISA,0.0,"12 km from Karaultobe, Kyzylorda",sub
319,2021-07-04,Lockheed C-130H Hercules,5125,Hukbong Himpapawid ng Pilipinas (Philippine Air Force),53.0,"Patikul, Sulu",w/o
320,2021-07-05,IAI 1124A Westwind II,n790jr,Transenergie Inc,2.0,near Treasure Cay Airport (TCB),w/o
321,2021-07-06,ATR 42-320,c-glde,Transwest Air,0.0,"120 nm from Saskatoon, SK",non
322,2021-07-06,Antonov An-26B-100,ra-26085,Kamchatka Aviation Enterprise,28.0,"3,8 km NW of Palana Airport",w/o
323,2021-07-07,Cessna 208B Grand Caravan,unknown,Ryan Air,0.0,"near Aniak Airport, AK (ANI)",non
324,2021-07-08,Douglas DC-3C,hk-2820,ALIANSA Colombia,3.0,"13,5 km N of Villavicencio-La Vanguardia Airport (VVC)",w/o
325,2021-07-11,Airbus A320-214,d-aicp,Condor Flugdienst,0.0,Kavala-Megas Alexandros Airport (KVA),sub
326,2021-07-11,de Havilland Canada DHC-3T Vazar Turbine Otter,c-flll,Northwestern Air,0.0,"31,5 km ENE of Fort Smith, NT",sub
327,2021-07-11,Cessna 208 Caravan I,c-guay,Air Tunilik,0.0,"Rex North Mining Camp, QC",sub
328,2021-07-14,Cessna 208B Grand Caravan EX,8r-abk,Jags Aviation,0.0,Eteringbang Airport (SYET),sub
329,2021-07-15,de Havilland Canada DHC-3T Vazar Turbine Otter,c-gutw,Harbour Air,0.0,"Ganges Harbor Airport, BC (YGG)",sub
330,2021-07-15,Cessna 208 Caravan I,c-gigo,Seair Seaplanes,0.0,"Ganges Harbor Airport, BC (YGG)",sub
331,2021-07-16,Antonov An-28,ra-28728,SiLA - Siberian Light Aviation,0.0,52 km SE of Kedrovo,sub
332,2021-07-17,Cessna 208B Supervan 900,g-ojmp,GoSkydive,0.0,Old Sarum Airfield,sub
333,2021-07-18,ATR 72-500 (72-212A),ec-msn,"Air Europa Express, opb Aeronova",0.0,Madrid-Barajas Adolfo Suárez Airport (MAD),sub
334,2021-07-20,British Aerospace BAe-125-700A,n611mc,private,0.0,"Jesús María Semprún, Zulia",w/o
335,2021-07-21,Cessna 560XL Citation Excel,n46cf,PV Transport Inc,0.0,"Reading Regional Airport/Spaatz Field, PA (RDG)",sub
336,2021-07-21,de Havilland Canada DHC-8-106,5y-grs,Skyward Express,0.0,Burahache Airstrip,sub
337,2021-07-22,Airbus A321-211,n376dn,Delta Air Lines,0.0,"Detroit-Metropolitan Wayne County Airport, MI (DTW/KDTW)",non
338,2021-07-25,Boeing 737-8JP (WL),se-rpe,Norwegian Air Sweden,0.0,near Nice Airport,non
339,2021-07-26,Bombardier CL-600-2B16 Challenger 605,n605tr,Aeolus Air Charter,6.0,"Truckee Airport, CA (TKF)",w/o
340,2021-07-26,Cessna 208 Supervan 900,d-flec,Skydive Binz,1.0,S off Norderney Airfield (NRD),w/o
341,2021-07-27,Cessna 208B Grand Caravan,et-ami,"Abyssinian Flight Services, opf UNWorld Food Programme",0.0,near Kombolcha,w/o
342,2021-07-31,Boeing 737-8AS (WL),ei-epc,Ryanair,0.0,near Barcelona-El Prat Josep Tarradellas Airport (BCN/LEBL),non
343,2021-08-03,Airbus A300B4-622R (F),d-aeae,European Air Transport,0.0,Lagos-Murtala Muhammed International Airport (LOS),sub
344,2021-08-09,Gulfstream American G-1159A Gulfstream III,xb-oza,private,0.0,within Jesús María Semprún,w/o
345,2021-08-11,McDonnell Douglas MD-11F,n296up,United Parcel Service - UPS,0.0,"Phoenix-Sky Harbor International Airport, AZ (PHX)",sub
346,2021-08-12,Shijiazhuang Y-5B(D),b-8440,Northeast General Aviation Co.,0.0,"Nengbei Farm, Heilongjiang Province",w/o
347,2021-08-14,Britten-Norman BN-2A-III-2 Trislander,8r-gre,Roraima Airways,0.0,7 nm S of Georgetown International Airport (OGL),min
348,2021-08-14,Bombardier DHC-8-402Q Dash 8,9s-aan,Congo Airways,0.0,Lubumbashi International Airport (FBM/FZQA),min
349,2021-08-14,Beriev Be-200ChS,rf-88450,Russian Navy,8.0,near Kahramanmaras,w/o
350,2021-08-16,Cessna 208B Grand Caravan,n97ha,Wright Air Service,0.0,"near Fairbanks, AK",sub
351,2021-08-17,Ilyushin Il-112V,41400,United Aircraft Corporation,3.0,near Kubinka AFB,w/o
352,2021-08-21,Airbus A319-132,n806aw,American Airlines,0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",non
353,2021-08-21,de Havilland Canada DHC-3T Turbine Otter,n560tr,Brooks Range Aviation,0.0,"near Bethel, AK",sub
354,2021-08-21,Gulfstream G-IV,n277gm,SN 1124 LLC,0.0,"Fort Lauderdale-Executive Airport, FL (FXE)",sub
355,2021-08-23,Boeing 737-990ER,n479as,Alaska Airlines,0.0,"Seattle/Tacoma International Airport, WA (SEA/KSEA)",non
356,2021-08-24,Cirrus SF50 Vision Jet,n1gg,N1GG LLC,0.0,"Lansing-Capital Region International Airport, MI (LAN)",w/o
357,2021-08-25,Beechcraft 1900D,c-gdsg,SkyJet,0.0,"Chevery Airport, QC (YHR/CYHR)",sub
358,2021-08-26,Embraer EMB-505 Phenom 300,n413n,Nicholas Services LLC,0.0,"Elk River, NC (NC06)",sub
359,2021-08-27,Bombardier CRJ-900LR,c-fojz,Air Canada,0.0,"Vancouver International Airport, BC (YVR/CYVR)",min
360,2021-09-01,Boeing 767-332ER (WL),n196dn,Delta Air Lines,0.0,"Seattle/Tacoma International Airport, WA (SEA/KSEA)",non
361,2021-09-02,Cessna 560XLS+ Citation XLS+,n560ar,Brook Haven Properties LLC,4.0,"0,4 km N of Plainville-Robertson Airport, CT",w/o
362,2021-09-03,Raytheon 390 Premier I,n351cw,PB Air LLC,0.0,"Naples Airport, FL (APF)",sub
363,2021-09-04,ATR 72-600 (72-212A),vt-iym,IndiGo Airlines,0.0,en route Tiruchirappalli-Bengaluru,non
364,2021-09-04,Cessna 560XL Citation Excel,n827js,Fly Exclusive,0.0,"near Salt Lake City International Airport, UT (SLC)",sub
365,2021-09-12,British Aerospace BAe-125,unknown,private,0.0,Río Catatumbo,w/o
366,2021-09-12,Let L-410UVP-E20,ra-67042,"Aeroservice, opf SiLA - Siberian Light Aviation",4.0,3 km N of Kazachinskoye Airport,w/o
367,2021-09-14,Raytheon Beechjet 400A,n100fn,Meander Air II LLC,0.0,"between Youngstown, OH and Charleston, SC",sub
368,2021-09-14,Beechcraft B200GT King Air 250,ps-csm,CSM Agropecuária,7.0,"1,5 km N of Piracicaba Airport, SP (QHB)",w/o
369,2021-09-15,Airbus A320-214,oe-lby,Austrian Airlines,0.0,Berlin Brandenburg-Willy Brandt Airport (BER),sub
370,2021-09-15,de Havilland Canada DHC-6 Twin Otter 300,pk-otw,Rimbun Air,3.0,"3,4 km from Bilogai/Sugapa Airport (ZGP)",w/o
371,2021-09-17,Canadair CRJ-200LR,n444zw,"United Express, opb Air Wisconsin",0.0,"Asheville Regional Airport, NC (AVL)",sub
372,2021-09-20,Learjet 35A,zs-sfv,Impuma Group,0.0,Lanseria International Airport (HLA),sub
373,2021-09-22,Antonov An-26KPA,ra-26673,LPS Flight Checks & Systems,6.0,40 km SW of Khabarovsk,w/o
374,2021-09-23,Airbus A321-271N,n208ha,Hawaiian Airlines,0.0,"Honolulu-Daniel K. Inouye International Airport, HI (HNL)",sub
375,2021-09-25,Cessna 208B Supervan 900,oo-ffb,Paracentrum Vlaanderen,0.0,Moorsele Airfield (EBMO),sub
376,2021-09-27,Saab 340B,ur-alg,"STP Airways, lsf AeroJet",0.0,São Tomé Island Airport (TMS/FPST),sub
377,2021-09-27,Boeing 757-224 (WL),n12125,United Airlines,0.0,"Newark-Liberty International Airport, NJ (EWR)",sub
378,2021-09-28,IAI 1124A Westwind II,pr-bvb,Brasil Vida Táxi Aéreo,0.0,"Goiânia-Santa Genoveva Airport, GO (GYN)",sub
379,2021-09-29,Britten-Norman BN-2B-26 Islander,j8-vbi,SVG Air,0.0,Montserrat-John A. Osborne Airport (MNI),sub
380,2021-10-01,Embraer ERJ-175LR,n730yx,"United Express, opb Republic Airlines",0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub
381,2021-10-01,Embraer ERJ-175LR,n142sy,"United Express, opb SkyWest Airlines",0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",min
382,2021-10-05,Dassault Falcon 20C,n283sa,Sierra West Airlines,2.0,"1,3 km W of Thomson-McDuffie County Airport, GA",w/o
383,2021-10-08,Boeing 737-8H4 (WL),n8642e,Southwest Airlines,0.0,"Lexington, Virginia",non
384,2021-10-08,Learjet 35A,unreg.,private,0.0,"near Little Belize, Corozal",w/o
385,2021-10-10,Let L-410UVP-E3,rf-94591,DOSAAF,16.0,"1,7 km E of Menzelinsk Airport",w/o
386,2021-10-13,Bombardier BD-700-1A10 Global 6000,9h-vjm,VistaJet,0.0,Johannesburg-O.R. Tambo International Airport (JNB),sub
387,2021-10-14,Antonov An-2T,n857pf,private,0.0,"near Wilton-Alta Mesa Airpark, CA",w/o
388,2021-10-15,Cessna 208B Grand Caravan,8r-gfa,Air Services Limited - ASL,1.0,Kamarang Airport (KAR/SYKM),non
389,2021-10-18,Beechcraft 200 Super King Air,n996lm,Lowcountry Aviation Co Brokerage LLC,0.0,"Mount Pleasant Regional-Faison field, SC (KLRO)",sub
390,2021-10-19,Antonov An-2R,ra-33350,AeroUral,0.0,"near Alapayevsk, Sverdlovsk region",sub
391,2021-10-19,Rockwell Sabreliner 60,xb-etv,private,0.0,Jacmel Airport (JAK),sub
392,2021-10-19,McDonnell Douglas MD-87,n987ak,987 Investments LLC,0.0,"Houston Executive Airport, TX (KTME)",w/o
393,2021-10-22,Embraer EMB-500 Phenom 100,n925dr,Scout About LLC,0.0,"Orlando International Airport, FL (MCO)",sub
394,2021-10-22,Cessna 208B Supervan 900,n754kp,Alaska Seaplanes,0.0,"Juneau International Airport, AK (JNU)",sub
395,2021-10-23,Embraer ERJ-175LR,n252nn,"Envoy Air, opf American Eagle",0.0,"Miami International Airport, FL (MIA/KMIA)",non
396,2021-10-25,Cessna 208 Caravan I,pk-snn,Smart Cakrawala Aviation,1.0,Ilaga Airport (ILA),w/o
397,2021-10-29,Cessna 208B Grand Caravan,pk-rvh,Reven Global Transpor,0.0,Dagi Baru Airstrip,w/o
398,2021-10-30,Beechcraft 200 King Air,c-gehs,"PAL Airlines, opf EHS LifeFlight Services",0.0,"Halifax-Stanfield International Airport, NS (YHZ/CYHZ)",sub
399,2021-11-01,de Havilland Canada DHC-6 Twin Otter 300,c-gnps,Air Tindi,0.0,"12,4 km NW of Fort Providence, NT",sub
400,2021-11-02,Antonov An-26,tr-ngt,"Optimum Aviation, opf Euro Airlines",5.0,"2,5 km N of Juba Airport (JUB)",w/o
401,2021-11-03,Beechcraft Super King Air,unknown,private,0.0,western Venezuela,w/o
402,2021-11-03,Antonov An-12BK,ew-518ti,Grodno Aircompany,9.0,3 km SE of Irkutsk Airport (IKT),w/o
403,2021-11-03,Transall C-160NG,ey-360,Safe Air Company (SAC),0.0,Dolow Airport,w/o
404,2021-11-05,Gulfstream ?,unknown,private,0.0,western Venezuela,w/o
405,2021-11-05,Gulfstream Aerospace G-1159A Gulfstream III,n42fl,private,0.0,"near Victoria 3, Retalhuleu",w/o
406,2021-11-06,Antonov An-2R,yr-pmw,Asociatia Club Sportiv Skydiving Center,0.0,Letca Noua Airfield,sub
407,2021-11-13,Britten-Norman BN-2A-6 Islander,n866ja,Island Airways,4.0,"0,1 km S of Beaver Island-Welke Airport, MI",w/o
408,2021-11-14,IAI 1125 Astra SP,n771dx,EMD Astra Holdings LLC,0.0,"Las Vegas-North Air Terminal, NV (VGT)",sub
409,2021-11-21,Bombardier BD-100-1A10 Challenger 350,n743qs,NetJets,0.0,50 km N of Turks and Caicos Islands,non
410,2021-11-25,Airbus A320-251N,pr-yrh,Azul Linhas Aéreas Brasileiras,0.0,"Cuiabá-Marechal Rondon International Airport, MT (CGB/SBCY)",non
411,2021-11-28,Beechcraft 200 Super King Air,n71vt,Western Wings Corp,0.0,"Eugene Airport, OR (EUG)",sub
412,2021-11-29,Boeing 747-4B5F,n705ck,Kalitta Air,0.0,"between Santiago and Miami, FL",sub
413,2021-12-01,Cessna 510 Citation Mustang,n81cb,private,0.0,"Lake Havasu City Airport, AZ (KHII)",sub
414,2021-12-01,Cessna 208 Caravan I,n9602f,Lake & Peninsula Airlines,0.0,"W of Port Alsworth Airport, AK (PTA)",sub
415,2021-12-05,Airbus A350-941,f-hnet,Air Caraïbes Atlantique,0.0,near Cayenne,non
416,2021-12-05,Cessna 560XL Citation Excel,g-ipax,Air Charter Scotland Ltd.,0.0,Kemi/Tornio Airport (KEM),sub
417,2021-12-10,Swearingen SA-226AT Merlin IV,n54gp,Castle Aviation,1.0,"0,6 km SW of Manchester-Boston Regional Airport, NH (MHT/KMHT)",w/o
418,2021-12-11,Boeing 737-8AS (WL),ei-emm,Ryanair,0.0,Dublin Airport (DUB/EIDW),non
419,2021-12-12,Airbus A320-251N,n307fr,Frontier Airlines,0.0,"Las Vegas-McCarran International Airport, NV (LAS)",sub
420,2021-12-14,Embraer EMB-500 Phenom 100,pr-tdv,Dimed SA Distribuidora da Medicamentos,0.0,"Santa Rosa Airport, RS (SRA)",sub
421,2021-12-15,Gulfstream G-IVSP,hi1050,Helidosa Aviation Group,9.0,Santo Domingo-Las Américas International Airport (SDQ),w/o
422,2021-12-17,Beechcraft B200 Super King Air,c-fsko,Keewatin Air,0.0,"Sanikiluaq Airport, NU (YSK)",sub
423,2021-12-20,Cessna 525 CitationJet,n287cb,Cottingham & Butler Insurance Services,0.0,"Dubuque, IA",sub
424,2021-12-21,Airbus A321-271NX,n2084j,JetBlue Airways,0.0,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",non
425,2021-12-21,Learjet 35A,xa-vdk,private,0.0,Cancún Airport (CUN/MMUN),w/o
426,2021-12-21,Cessna 208B Super Cargomaster,n1116n,Martinaire,2.0,"Fulshear, TX",w/o
427,2021-12-23,Shorts 360-300,9s-gps,Malu Aviation,5.0,"14,8 km NW of Shabunda",w/o
428,2021-12-25,Airbus A330-343,c-gfaf,Air Canada,0.0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL)",sub
429,2021-12-27,Learjet 35A,n880z,Aeromedevac Air Ambulance,4.0,"El Cajon, San Diego",w/o
430,2021-12-28,Beechcraft A100 King Air,n93gt,Sky-Bound Aviation LLC,0.0,"Helena-Thompson-Robbins Airport, AR (HEE)",sub
431,2021-12-28,Cessna 208B Grand Caravan,z-hac,Halsted Aviation Corporation (HAC),0.0,Bazaruto Island Airport (BZB),w/o
432,2021-12-30,Embraer ERJ-170SE,n633rw,"United Express, opb Republic Airlines",0.0,"Newark-Liberty International Airport, NJ (EWR)",sub
433,2021-12-30,Airbus A330-303,tc-jok,THY Turkish Airlines,0.0,"Newark-Liberty International Airport, NJ (EWR)",min
